"client_id","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","subscribe"
31657,35,"admin.","single","high.school","no","no","no","cellular","may","wed",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,NA,0
10725,44,NA,"married","basic.9y","no","yes","no","cellular","aug","tue",5,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
35328,46,"management","married","high.school","unknown","yes","no","cellular","apr","fri",4,999,0,"nonexistent",-1.8,93.075,-47.1,1.479,5099.1,0
6429,30,"housemaid","married","high.school","unknown","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
253,25,"blue-collar","single","basic.4y","no","no","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
17326,54,"blue-collar","married","basic.9y","no","no","no","cellular","nov","wed",1,7,2,"failure",-3.4,92.649,-30.1,0.719,5017.5,0
2385,45,"technician","married","professional.course","unknown","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,0
8439,40,"technician","single","unknown","no","yes","no","telephone","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
21564,56,"retired","married","university.degree","no","no","no","cellular","aug","wed",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
12958,37,"entrepreneur","married","basic.9y","no","unknown","unknown","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
29687,37,"self-employed","married","professional.course",NA,"yes","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
27885,25,"technician","married","high.school","no","yes","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
5979,43,"blue-collar","married","basic.9y","unknown","yes","yes","cellular","apr","tue",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,0
25585,44,"admin.","married","high.school","no","no","no","cellular","nov","fri",7,999,0,"nonexistent",-0.1,93.2,-42,NA,5195.8,0
22380,37,"admin.","married","high.school","no","yes","no","telephone","nov","mon",1,999,0,"nonexistent",-3.4,92.649,-30.1,0.722,5017.5,0
30830,47,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","jul","thu",NA,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
6176,52,"services","married","basic.9y","unknown","yes","no","cellular","nov","fri",3,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,0
30308,55,"admin.","married","high.school","no","yes","yes","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
35855,35,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","tue",4,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
33241,51,"admin.","married","university.degree","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
38548,46,"blue-collar","married","basic.6y","no","no","yes","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
37535,55,"retired","married","basic.4y","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,1
26147,33,"technician","single","professional.course","no","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
28008,33,"admin.","single","high.school","unknown","unknown","unknown","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
21200,32,"blue-collar","single","basic.9y","no","no","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
25453,43,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
32401,41,"admin.","married","university.degree","unknown","yes","no","cellular","aug","thu",9,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,0
3633,29,"services","single","basic.9y","no","yes","no","cellular","may","fri",2,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,0
30755,32,"technician","married","professional.course","unknown","yes","no","cellular","aug","fri",4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
40111,32,"admin.","married","university.degree","no","no","no","telephone","jun","fri",9,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
39498,28,"management","married","university.degree","no","no","no","telephone","jun","mon",4,999,0,"nonexistent",1.4,94.465,NA,4.947,5228.1,0
16024,45,"entrepreneur","married","university.degree","no","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,1
18676,37,"technician","married","high.school","no","yes","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
3873,43,"technician","married","professional.course","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
21640,33,"admin.","single","high.school","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
25214,34,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
23065,47,"blue-collar","married","unknown","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
2252,35,"housemaid","married","high.school","no","yes","no","telephone","may","fri",7,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
6072,52,"self-employed","single","university.degree","unknown","yes","no","telephone","may","thu",4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
23558,50,"admin.","divorced","university.degree","unknown","no","yes","cellular","jul","mon",9,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
2461,48,"admin.","divorced","university.degree","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",NA,92.893,-46.2,1.327,5099.1,0
14019,30,"blue-collar","married","basic.9y","no","yes","no",NA,"may","mon",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
10807,NA,"services","married","high.school","unknown","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
9050,37,"management","married","university.degree","unknown",NA,"no","telephone","jun","fri",23,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
31281,32,"technician","married","professional.course","no","no","yes","telephone","mar","wed",5,999,0,"nonexistent",-1.8,92.843,-50,1.778,5099.1,0
18012,23,"technician","married","professional.course","no","no","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
38251,69,"retired","married","basic.6y","no","yes","no","cellular","nov","thu",3,999,0,"nonexistent",-3.4,92.649,-30.1,0.716,5017.5,1
36862,52,"admin.","divorced","university.degree","no","no","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
24918,59,"retired","married","university.degree","no","no","no","telephone","may","thu",6,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
4537,52,"retired","married","university.degree","no","yes","yes","telephone","nov","mon",3,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
35624,43,"services","married","professional.course","no","no","no","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.466,5099.1,0
39624,45,"technician","married","university.degree","no","yes","no","telephone","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
37542,38,NA,"married","high.school","no","no","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,0
1006,47,"admin.","married","university.degree","no","yes","yes","cellular","jul","wed",3,999,2,"failure",-1.7,94.215,-40.3,0.896,4991.6,0
20725,41,"technician","married","professional.course","no","yes","yes","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
30185,28,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","fri",7,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
17357,57,"blue-collar","married","basic.4y","no","yes","no","telephone","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
30071,33,"technician","married","university.degree","no","no","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,0
28632,71,"admin.","married","basic.4y","no","yes","no","cellular","aug","thu",1,999,2,"failure",-1.7,94.027,-38.3,0.899,4991.6,0
36583,32,"management","single",NA,"no","no","no","cellular","jun","mon",2,3,1,"success",-2.9,92.963,-40.8,1.281,5076.2,0
34957,38,"entrepreneur","married","university.degree","unknown","no","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
23913,42,"admin.","married","professional.course","unknown","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
33651,50,"entrepreneur","divorced","university.degree","no","yes","no",NA,"jul","thu",1,6,3,"success",-1.7,94.215,-40.3,NA,4991.6,1
4780,51,"admin.","divorced","university.degree","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
35005,45,"blue-collar","married","basic.9y","unknown","yes","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
2015,60,"management","single","university.degree","no","yes","yes","cellular","mar","wed",1,999,0,"nonexistent",-1.8,92.843,-50,1.602,5099.1,1
21425,37,"entrepreneur","married","basic.9y","no","no",NA,"telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
171,27,"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
23257,42,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
10498,40,"entrepreneur","married","high.school","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,0
33740,35,"admin.","married","university.degree","no","no","no","telephone",NA,"mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,0
29844,36,"admin.","divorced","high.school","no","yes","no","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
5436,50,"blue-collar","married","unknown","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,0
320,32,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
22607,35,"technician","married","university.degree","no","no","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
37515,26,"self-employed","married","university.degree","no","no","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,1
30404,34,"admin.","single","university.degree","no","no","no","cellular","nov","fri",6,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,0
27132,51,"blue-collar","married","university.degree","no","no","no","cellular","may","fri",4,999,2,"failure",-1.8,92.893,-46.2,1.313,5099.1,0
32063,57,"retired","married","unknown","unknown","yes","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
5862,34,"technician","married","university.degree","no","no","no","telephone","jun","fri",12,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
21623,45,"self-employed","married","basic.9y","no","no","no","cellular","aug","wed",1,999,0,NA,1.4,93.444,-36.1,4.967,5228.1,0
10434,41,"blue-collar","married","basic.4y","unknown","no","no","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
5186,49,"services","married","high.school","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
6117,36,"blue-collar","married","high.school","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
16700,35,"technician","single","professional.course","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,0
23750,27,"technician","married","university.degree","no","yes","no","cellular","jul","tue",1,999,NA,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
21526,48,"retired","married","unknown","unknown","yes","no","telephone","jun","fri",5,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
32857,31,"technician","single","professional.course","no","yes","no","cellular","aug","fri",4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
19147,33,"unknown","married","unknown","unknown","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
38847,32,"technician","single","professional.course","no","yes","no","cellular","may","fri",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,NA,0
19049,33,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
24371,43,"management","married","university.degree","no","no","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
39982,34,"admin.","single","university.degree","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
18079,54,"housemaid","married","basic.9y","no","no","no","cellular","nov","wed",3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
6474,45,"admin.","divorced","basic.6y","no","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
14976,46,"admin.",NA,"basic.9y","no","yes","no","telephone","nov","tue",1,999,1,"failure",-1.1,94.767,-50.8,1.047,4963.6,0
6857,45,"services","single","unknown","no","no","no","telephone","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,1
7121,48,"blue-collar","married","basic.4y","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
28679,24,"unknown","single","university.degree","no","yes","yes","cellular","jun","tue",1,999,2,"failure",-2.9,92.963,-40.8,1.262,5076.2,0
33661,51,"self-employed","married","basic.9y","no","no","no","telephone","may","wed",2,12,1,"success",-1.8,92.893,-46.2,1.281,5099.1,0
26370,39,"technician","single","professional.course","unknown","no","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,0
16493,30,"blue-collar","married","unknown","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
18444,33,"management","married","basic.9y","unknown","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
150,30,"blue-collar","married","basic.6y","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
37488,50,"technician","married","professional.course","unknown","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
20887,44,"self-employed","divorced","high.school","no","yes","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
30745,44,"unemployed","married","basic.9y","unknown","yes","no","telephone","jul","wed",10,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
7661,59,"retired","married","basic.9y","unknown","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
20106,52,"housemaid","divorced","high.school","no","yes","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
10882,50,"admin.","married","high.school","unknown","no","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
22669,44,"admin.","divorced","high.school","no","yes","yes","telephone","jun","fri",4,999,0,NA,1.4,94.465,-41.8,4.959,5228.1,0
16500,28,"self-employed","single","university.degree","no","no","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,1
24966,39,"services","married","high.school","unknown","yes","no","telephone","jun","wed",3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
38668,36,"services","married","high.school","no","no","no","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
6262,40,"services","married","high.school","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
20558,40,"admin.","divorced","high.school","no","no","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,0
16698,39,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
20224,48,"admin.","single","university.degree","no","yes","no","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,1
4840,31,"blue-collar","married","basic.6y","no","yes","yes","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
30966,55,"blue-collar","divorced","basic.9y","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
32701,30,"technician","single","university.degree","unknown","yes","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,NA,0
16942,48,"blue-collar","married","basic.4y","no","no","no","cellular","may","mon",7,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,0
4755,30,"admin.","married","university.degree",NA,"no","no","cellular","aug","tue",3,6,1,"success",-2.9,92.201,-31.4,0.883,5076.2,1
19778,42,"blue-collar","married","high.school","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",-2.9,92.469,-33.6,1.044,5076.2,0
3274,37,"technician","married","professional.course","no","yes","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
27828,30,"technician","married","university.degree","no","yes","no","telephone","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
40808,38,"technician","married","professional.course","unknown","no","no","cellular","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
6151,30,"self-employed","single","university.degree","no","no","no","telephone","jun","wed",3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
9310,51,"admin.","married","basic.6y","unknown","yes","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
29752,36,"entrepreneur","married","high.school","no","no","yes","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
13262,42,"admin.","married","university.degree","no","no","yes","cellular","jul","thu",25,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
16318,47,"admin.","married","university.degree","unknown","no","yes","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
27706,33,"services","married","professional.course","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,0
2295,41,"technician","divorced","basic.4y","no","yes","no","telephone","may","tue",1,NA,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
15081,39,"technician","married","professional.course","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
28391,47,"technician","divorced","university.degree","no","no","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
7516,29,"services","married","professional.course","no","yes","yes","telephone","may","thu",1,NA,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
13397,28,"blue-collar","single","high.school","no","yes","no","cellular","apr","thu",2,999,1,"failure",-1.8,93.075,-47.1,1.483,5099.1,0
15609,27,"self-employed","single","university.degree","no","no","no","telephone","oct","fri",1,999,0,"nonexistent",-0.1,93.798,-40.4,5.045,5195.8,0
12966,26,NA,"single","high.school","no","no","yes","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
3347,43,"admin.","married","high.school","no","yes","no","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
33640,52,"self-employed","single","basic.4y","unknown","yes","no","telephone","may","fri",22,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
34534,34,"admin.","single","university.degree","no","yes","no","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
11726,52,"admin.","divorced","university.degree","unknown","no","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
36776,52,"admin.","divorced","high.school",NA,"no","no","telephone","jun","mon",5,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,0
26126,24,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
29317,23,"unemployed","single","high.school","no","no","no","telephone","jul","tue",1,999,0,"nonexistent",-1.7,94.215,-40.3,0.876,4991.6,0
40264,35,"self-employed","married","university.degree","no","yes","no","telephone","jul","thu",12,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
35155,NA,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","tue",5,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
27631,45,"blue-collar","married","basic.4y","no","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
19583,34,"technician","single","university.degree","no","yes","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
4100,39,"self-employed","single","basic.9y","unknown","yes","no","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
120,26,"technician","married","university.degree","no","no","no","telephone","jul","thu",7,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
4881,NA,"blue-collar","married","basic.9y","unknown","yes","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,1
9982,32,"unemployed","married","university.degree","no","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
35559,52,"housemaid","divorced","basic.9y","unknown","no","no","cellular","jul","mon",2,999,0,NA,1.4,93.918,-42.7,4.96,5228.1,0
11687,27,"blue-collar","single","basic.6y","no","yes","yes","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
23026,31,"technician","married","university.degree","no","no","no","cellular","nov","fri",5,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
12994,25,"admin.","married","high.school","no","no","yes","telephone","may","tue",4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
22270,21,"blue-collar","single","basic.9y","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,0
33289,36,"housemaid","married","basic.4y","no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,NA,0
3164,47,"blue-collar","married","high.school","no","yes","no","cellular","may","fri",2,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,1
26355,38,"technician","single","university.degree","no","yes","yes","cellular","may","wed",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,1
9555,54,"housemaid","married","high.school","no","yes","yes","cellular","apr",NA,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099.1,0
13385,31,"technician","single","high.school","no","yes","yes","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,1
12098,38,"admin.","married","high.school","no","unknown","unknown","cellular","may","fri",2,999,0,NA,-1.8,92.893,-46.2,1.313,5099.1,0
8516,40,"blue-collar","single","basic.9y","no","no","no","cellular","may","wed",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,0
30952,35,"services","single","high.school","no","yes","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
5982,31,"services","married","high.school","no","yes","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,0
21296,33,"blue-collar","married","basic.6y","unknown","yes","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,1
33885,38,"admin.","married","high.school","unknown","no","no","telephone","may","wed",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
22377,42,"technician","married","basic.9y","no","no","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
16023,23,"unemployed","single","university.degree","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
5827,38,"admin.","married","university.degree","no","yes","no","telephone","jun","tue",9,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
9059,36,"entrepreneur","single","basic.4y","no","no","no","cellular","jun","tue",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.099,5076.2,0
6241,54,"technician","divorced","high.school","no","no","no","cellular","aug","mon",4,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,0
36139,34,"housemaid","divorced","university.degree","no","yes","yes","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
28301,42,"services","married","basic.6y","no","no","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
11071,27,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","thu",7,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
15057,32,"admin.","married","university.degree","no","no","no","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
32144,29,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
32659,38,"blue-collar","single",NA,"no","yes","yes","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
13074,42,"blue-collar","married","unknown","no","no","no","telephone","jun","wed",7,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
35906,31,"management","single",NA,"no","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
34466,52,"blue-collar","single","basic.9y","unknown","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
40461,54,"technician","divorced","university.degree","no","unknown","unknown","cellular","dec","mon",1,999,0,"nonexistent",-3,92.713,-33,0.717,5023.5,0
34766,54,"technician","divorced","professional.course","unknown","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,1
5129,48,"management","married","university.degree","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
30697,30,"technician","single","professional.course","no","yes","no","telephone","may","wed",1,999,NA,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
27883,56,"services","divorced","high.school","no","no","no","telephone","may","mon",7,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,1
10627,36,"management","married","university.degree","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
40426,28,"blue-collar","married","basic.4y","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,0
34562,33,"services","married","high.school","unknown","yes","no","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
37075,31,"admin.","married","university.degree","no","yes","no","cellular","aug",NA,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
1768,72,"retired","married","basic.6y","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",-1.7,94.215,-40.3,0.881,4991.6,1
27762,52,"admin.","married","high.school","no","yes","no","cellular","nov","wed",2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,0
